Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist,2P_FGA,0-3_FGA,3-10_FGA,10-16_FGA,16-3P_FGA,3P_FGA,2P_FG,0-3_FG,3-10_FG,10-16_FG,16-3P_FG,3P_FG,2P_AST,3P_AST,FGA_DUNK,FG_DUNK,FG3A_Corner3,FG_Corner3,FG3A_Heave,FG3_heave
Robin Lopez,1988-04-01,0,2014-15,26,POR,NBA,C,59,1638,.535,4.5,.998,.542,.286,.098,.071,.002,.537,.650,.408,.395,.387,.000,.705,,.094,38,.000,,0,0
Brook Lopez,1988-04-01,0,2013-14,25,BRK,NBA,C,17,533,.563,7.8,.996,.328,.367,.135,.166,.004,.566,.680,.500,.484,.553,.000,.605,,.057,12,1.000,.000,0,0
Brook Lopez,1988-04-01,0,2014-15,26,BRK,NBA,C,72,2100,.513,7.9,.990,.314,.337,.151,.187,.010,.517,.658,.459,.470,.422,.100,.648,1.000,.040,37,.400,.000,0,0
Carlos Delfino,1982-08-29,0,2009-10,27,MIL,NBA,SF,75,2279,.408,17.1,.501,.216,.056,.038,.191,.499,.450,.557,.317,.393,.379,.367,.558,.933,.023,15,.395,.458,1,0
Shaun Livingston,1985-09-11,0,2011-12,26,MIL,NBA,SG,58,1092,.469,9.8,.989,.247,.214,.406,.122,.011,.466,.642,.448,.400,.364,.667,.576,1.000,.081,21,.333,1.000,1,0
Shaun Livingston,1985-09-11,0,2012-13,27,TOT,NBA,PG,66,1455,.480,9.8,.988,.251,.188,.396,.153,.012,.485,.701,.400,.416,.415,.000,.530,,.069,21,.500,.000,0,0
Gerald Wallace,1982-07-23,0,2012-13,30,BRK,NBA,SF,69,2076,.397,12.1,.644,.419,.120,.011,.094,.356,.461,.536,.400,.000,.256,.282,.632,.957,.068,26,.356,.328,0,0
Gerald Wallace,1982-07-23,0,2013-14,31,BOS,NBA,SF,58,1416,.504,9.4,.722,.548,.113,.004,.057,.278,.584,.659,.308,1.000,.385,.297,.649,1.000,.061,12,.297,.579,1,0
Jeremy Lin,1988-08-23,0,2011-12,23,NYK,NBA,PG,35,940,.446,10.7,.804,.321,.253,.081,.149,.196,.477,.520,.423,.516,.456,.320,.184,.583,.008,3,.173,.462,0,0
Jeremy Lin,1988-08-23,0,2012-13,24,HOU,NBA,PG,82,2640,.441,12.4,.713,.333,.175,.049,.156,.287,.483,.635,.318,.227,.421,.339,.272,.828,.003,3,.195,.340,0,0
Robin Lopez,1988-04-01,0,2015-16,27,NYK,NBA,C,82,2219,.539,4.6,.998,.456,.394,.100,.048,.002,.540,.619,.529,.333,.313,.000,.524,,.069,44,1.000,.000,0,0
Robin Lopez,1988-04-01,0,2016-17,28,CHI,NBA,C,81,2271,.493,8.8,.997,.312,.324,.094,.267,.003,.494,.566,.474,.452,.449,.000,.681,,.040,26,.500,.000,0,0
Brook Lopez,1988-04-01,0,2015-16,27,BRK,NBA,C,73,2457,.511,7.8,.988,.324,.322,.189,.152,.012,.515,.637,.477,.452,.415,.143,.591,1.000,.050,53,.214,.000,0,0
Brook Lopez,1988-04-01,0,2016-17,28,BRK,NBA,C,75,2222,.474,12.6,.670,.229,.298,.108,.037,.330,.536,.675,.479,.465,.326,.346,.504,.985,.049,55,.137,.415,0,0
Carlos Delfino,1982-08-29,0,2010-11,28,MIL,NBA,SF,49,1590,.390,18.1,.446,.166,.076,.053,.152,.554,.415,.471,.282,.407,.423,.370,.505,.962,.016,8,.391,.441,0,0
Carlos Delfino,1982-08-29,0,2011-12,29,MIL,NBA,SF,54,1537,.402,17.3,.472,.214,.060,.044,.155,.528,.449,.577,.333,.500,.300,.360,.448,.919,.020,8,.364,.356,0,0
Shaun Livingston,1985-09-11,0,2012-13,27,WAS,NBA,PG,17,320,.364,12.7,.955,.167,.106,.318,.364,.045,.381,.545,.286,.333,.375,.000,.417,,.030,2,.333,.000,0,0
Shaun Livingston,1985-09-11,0,2012-13,27,CLE,NBA,PG,49,1135,.507,9.1,.996,.271,.207,.414,.104,.004,.509,.724,.414,.431,.448,.000,.549,,.079,19,1.000,.000,0,0
Gerald Wallace,1982-07-23,0,2014-15,32,BOS,NBA,SF,32,286,.412,5.8,.912,.706,.147,.000,.059,.088,.419,.458,.400,,.000,.333,.615,1.000,.029,1,.333,1.000,1,0
Gerald Wallace,1982-07-23,1,2009-10,27,CHA,NBA,SF,4,164,.477,10.2,.750,.523,.023,.000,.205,.250,.485,.391,1.000,,.667,.455,.500,1.000,.023,1,.545,.667,0,0
Jeremy Lin,1988-08-23,0,2013-14,25,HOU,NBA,PG,71,2054,.446,13.3,.654,.287,.190,.065,.112,.346,.492,.637,.389,.302,.405,.358,.324,.854,.006,4,.175,.450,0,0
Jeremy Lin,1988-08-23,0,2014-15,26,LAL,NBA,PG,74,1907,.424,12.9,.731,.280,.148,.121,.183,.269,.444,.607,.330,.380,.325,.369,.297,.585,.000,0,.091,.375,1,0
Robin Lopez,1988-04-01,0,2017-18,29,CHI,NBA,C,64,1690,.530,7.6,.978,.315,.392,.085,.186,.022,.536,.729,.498,.364,.367,.286,.731,.750,.056,34,.000,,0,0
Robin Lopez,1988-04-01,0,2018-19,30,CHI,NBA,C,74,1606,.568,6.3,.942,.370,.469,.050,.052,.058,.589,.712,.538,.519,.250,.226,.569,1.000,.079,38,.032,.000,0,0
Brook Lopez,1988-04-01,0,2017-18,29,LAL,NBA,C,74,1735,.465,14.2,.590,.178,.251,.131,.032,.410,.549,.745,.503,.423,.320,.345,.545,.982,.059,44,.123,.425,0,0
Brook Lopez,1988-04-01,0,2018-19,30,MIL,NBA,C,81,2322,.452,19.2,.349,.173,.101,.055,.020,.651,.613,.765,.456,.535,.313,.365,.649,.952,.057,40,.143,.397,0,0
Carlos Delfino,1982-08-29,0,2012-13,30,HOU,NBA,SF,67,1689,.405,20.1,.321,.111,.063,.040,.106,.679,.467,.667,.333,.400,.364,.375,.505,.975,.026,16,.290,.426,1,0
Carlos Delfino,1982-08-29,1,2009-10,27,MIL,NBA,SF,7,226,.356,15.8,.493,.247,.096,.041,.110,.507,.306,.556,.143,.000,.000,.405,.364,1.000,.014,1,.541,.400,0,0
Shaun Livingston,1985-09-11,0,2013-14,28,BRK,NBA,PG,76,1974,.483,7.5,.988,.359,.281,.298,.049,.012,.486,.566,.467,.448,.250,.167,.329,1.000,.113,50,.667,.250,0,0
Shaun Livingston,1985-09-11,0,2014-15,29,GSW,NBA,PG,78,1468,.500,8.3,.995,.270,.237,.417,.071,.005,.503,.701,.362,.461,.464,.000,.460,,.111,40,.000,,1,0
Gerald Wallace,1982-07-23,1,2010-11,28,POR,NBA,PF,6,226,.448,9.6,.746,.522,.104,.030,.090,.254,.540,.657,.286,.500,.167,.176,.444,1.000,.045,3,.235,.000,0,0
Gerald Wallace,1982-07-23,1,2012-13,30,BRK,NBA,SF,7,243,.463,13.7,.567,.463,.015,.015,.075,.433,.526,.613,.000,.000,.200,.379,.550,1.000,.119,5,.241,.143,0,0
Jeremy Lin,1988-08-23,0,2015-16,27,CHO,NBA,SG,78,2048,.412,13.0,.690,.305,.130,.088,.166,.310,.446,.568,.379,.344,.331,.336,.348,.816,.001,1,.102,.391,0,0
Jeremy Lin,1988-08-23,0,2016-17,28,BRK,NBA,PG,36,883,.438,15.0,.610,.235,.153,.098,.125,.390,.480,.553,.377,.538,.420,.372,.239,.621,.000,0,.090,.286,2,0
Robin Lopez,1988-04-01,0,2019-20,31,MIL,NBA,C,66,958,.492,11.8,.649,.254,.351,.037,.007,.351,.577,.684,.486,.636,1.000,.333,.580,1.000,.040,10,.524,.364,0,0
Robin Lopez,1988-04-01,0,2020-21,32,WAS,NBA,C,71,1354,.633,5.4,.958,.318,.595,.042,.000,.042,.649,.696,.648,.333,,.278,.617,1.000,.080,32,.722,.154,0,0
Robin Lopez,1988-04-01,1,2009-10,21,PHO,NBA,C,6,104,.543,3.3,1.000,.686,.200,.057,.057,.000,.543,.583,.286,.500,1.000,,.684,,.171,6,,,0,0
Brook Lopez,1988-04-01,0,2019-20,31,MIL,NBA,C,68,1817,.435,15.6,.516,.227,.183,.091,.015,.484,.549,.697,.423,.459,.400,.314,.668,.990,.069,43,.215,.329,0,0
Brook Lopez,1988-04-01,0,2020-21,32,MIL,NBA,C,70,1902,.503,14.2,.561,.263,.211,.064,.023,.439,.632,.774,.511,.488,.533,.338,.692,.958,.111,66,.270,.408,0,0
Carlos Delfino,1982-08-29,1,2012-13,30,HOU,NBA,SF,5,120,.375,22.1,.225,.150,.000,.025,.050,.775,.444,.500,,1.000,.000,.355,.500,.909,.025,1,.226,.429,1,0
Shaun Livingston,1985-09-11,0,2015-16,30,GSW,NBA,PG,78,1520,.536,9.2,.968,.259,.201,.404,.106,.032,.548,.724,.434,.523,.425,.167,.473,1.000,.106,36,.667,.250,1,0
Shaun Livingston,1985-09-11,0,2016-17,31,GSW,NBA,PG,76,1345,.547,10.4,.991,.222,.130,.532,.104,.009,.550,.786,.683,.458,.364,.333,.512,1.000,.098,30,.000,,1,0
Gerald Wallace,1982-07-23,1,2014-15,32,BOS,NBA,SF,1,4,.000,2.1,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,,.000,0,,,0,0
Jeremy Lin,1988-08-23,0,2017-18,29,BRK,NBA,PG,1,25,.417,9.7,.833,.500,.083,.083,.167,.167,.400,.500,.000,.000,.500,.500,.250,.000,.000,0,.000,,0,0
Jeremy Lin,1988-08-23,0,2018-19,30,TOT,NBA,PG,74,1436,.440,13.4,.654,.312,.139,.118,.085,.346,.517,.604,.427,.406,.500,.294,.290,.745,.000,0,.144,.370,1,0
Robin Lopez,1988-04-01,1,2013-14,25,POR,NBA,C,11,367,.489,5.3,1.000,.489,.295,.148,.068,.000,.489,.535,.538,.308,.333,,.698,,.080,7,,,0,0
Robin Lopez,1988-04-01,1,2014-15,26,POR,NBA,C,5,117,.600,5.0,1.000,.533,.333,.000,.133,.000,.600,.500,.800,,.500,,.556,,.067,1,,,0,0
Brook Lopez,1988-04-01,1,2012-13,24,BRK,NBA,C,7,263,.472,7.6,.992,.512,.171,.089,.220,.008,.467,.603,.286,.364,.333,1.000,.719,.000,.122,15,.000,,0,0
Brook Lopez,1988-04-01,1,2014-15,26,BRK,NBA,C,6,234,.494,7.4,1.000,.414,.276,.149,.161,.000,.494,.611,.542,.231,.357,,.674,,.057,5,,,0,0
Shaun Livingston,1985-09-11,0,2017-18,32,GSW,NBA,PG,71,1129,.501,9.3,.985,.236,.192,.461,.096,.015,.509,.716,.470,.437,.424,.000,.529,,.093,31,.400,.000,1,0
Shaun Livingston,1985-09-11,0,2018-19,33,GSW,NBA,PG,64,967,.519,8.8,.990,.310,.219,.419,.043,.010,.524,.677,.478,.432,.556,.000,.541,,.124,23,.000,,2,0
Jeremy Lin,1988-08-23,0,2018-19,30,ATL,NBA,PG,51,1003,.466,13.4,.658,.303,.155,.119,.080,.342,.535,.624,.483,.370,.548,.333,.250,.750,.000,0,.129,.471,1,0
Jeremy Lin,1988-08-23,0,2018-19,30,TOR,NBA,PG,23,433,.374,13.5,.645,.335,.097,.116,.097,.355,.470,.558,.200,.500,.400,.200,.404,.727,.000,0,.182,.200,0,0
Robin Lopez,1988-04-01,1,2016-17,28,CHI,NBA,C,6,162,.654,8.0,1.000,.423,.288,.019,.269,.000,.654,.636,.733,1.000,.571,,.588,,.038,2,,,0,0
Robin Lopez,1988-04-01,1,2019-20,31,MIL,NBA,C,3,21,.750,6.6,1.000,.250,.500,.250,.000,.000,.750,1.000,1.000,.000,,,.667,,.000,0,,,0,0
Brook Lopez,1988-04-01,1,2018-19,30,MIL,NBA,C,15,438,.455,16.8,.440,.254,.127,.045,.015,.560,.661,.853,.412,.333,.500,.293,.564,1.000,.090,11,.160,.083,0,0
Brook Lopez,1988-04-01,1,2019-20,31,MIL,NBA,C,10,328,.535,14.4,.535,.202,.228,.079,.026,.465,.656,.826,.577,.667,.000,.396,.750,.952,.114,13,.528,.464,0,0
Shaun Livingston,1985-09-11,1,2013-14,28,BRK,NBA,PG,12,325,.512,8.8,.988,.302,.291,.267,.128,.012,.506,.615,.480,.478,.364,1.000,.349,.000,.081,6,.000,,0,0
Shaun Livingston,1985-09-11,1,2014-15,29,GSW,NBA,PG,21,375,.532,8.0,.987,.418,.152,.367,.051,.013,.538,.788,.500,.310,.250,.000,.500,,.165,12,.000,,1,0
Jeremy Lin,1988-08-23,1,2012-13,24,HOU,NBA,PG,4,84,.250,18.1,.500,.167,.083,.000,.250,.500,.333,.750,.000,,.167,.167,.250,1.000,.000,0,.167,.000,0,0
Jeremy Lin,1988-08-23,1,2013-14,25,HOU,NBA,PG,6,177,.410,13.5,.623,.279,.213,.016,.115,.377,.526,.588,.385,.000,.714,.217,.200,.600,.000,0,.174,.000,0,0
Robin Lopez,1988-04-01,1,2020-21,32,WAS,NBA,C,5,73,.720,5.7,1.000,.240,.640,.120,.000,.000,.720,.667,.750,.667,,,.667,,.080,2,,,0,0
Brook Lopez,1988-04-01,1,2020-21,32,MIL,NBA,C,23,667,.548,11.9,.668,.359,.175,.115,.018,.332,.662,.808,.553,.400,.500,.319,.760,1.000,.134,29,.306,.591,1,0
Nando De Colo,1987-06-23,0,2012-13,25,SAS,NBA,SG,72,920,.436,14.2,.660,.295,.083,.095,.187,.340,.465,.620,.350,.304,.356,.378,.514,.903,.008,2,.305,.240,0,0
Malcolm Delaney,1989-03-11,0,2016-17,27,ATL,NBA,PG,73,1248,.374,17.6,.716,.121,.067,.070,.459,.284,.428,.426,.269,.296,.472,.236,.235,.885,.005,2,.309,.147,2,0
Sam Dekker,1994-05-06,0,2015-16,21,HOU,NBA,PF,3,6,,,,,,,,,,,,,,,,,,0,,,0,0
Gabriel Deck,1995-02-08,0,2020-21,25,OKC,NBA,PF,10,212,.478,12.0,.776,.284,.269,.104,.119,.224,.577,.632,.500,.429,.750,.133,.400,1.000,.015,1,.467,.143,1,0
Shaun Livingston,1985-09-11,1,2015-16,30,GSW,NBA,PG,24,514,.488,10.1,.994,.232,.185,.500,.077,.006,.491,.590,.548,.429,.462,.000,.463,,.101,15,.000,,1,0
Shaun Livingston,1985-09-11,1,2016-17,31,GSW,NBA,PG,14,220,.576,9.2,1.000,.271,.153,.475,.102,.000,.576,.875,.667,.393,.500,,.559,,.203,12,,,0,0
Bryce Dejean-Jones,1992-08-21,0,2015-16,23,NOP,NBA,SG,14,279,.406,15.3,.536,.319,.014,.058,.145,.464,.432,.455,.000,.250,.500,.375,.375,.833,.101,4,.188,.333,0,0
Jeremy Lin,1988-08-23,1,2015-16,27,CHO,NBA,SG,7,189,.413,10.5,.778,.460,.111,.079,.127,.222,.469,.586,.429,.200,.250,.214,.261,.667,.000,0,.071,.000,0,0
Jeremy Lin,1988-08-23,1,2018-19,30,TOR,NBA,PG,8,27,.222,16.6,.778,.111,.111,.111,.444,.222,.143,.000,.000,.000,.250,.500,.000,.000,.000,0,.000,,0,0
Nando De Colo,1987-06-23,0,2013-14,26,TOT,NBA,SF,47,494,.418,14.5,.654,.294,.078,.078,.203,.346,.460,.644,.250,.417,.290,.340,.543,.889,.000,0,.302,.500,1,0
Nando De Colo,1987-06-23,0,2013-14,26,SAS,NBA,SF,26,301,.452,13.7,.667,.344,.065,.054,.204,.333,.516,.625,.333,.400,.421,.323,.656,.800,.000,0,.226,.571,0,0
Malcolm Delaney,1989-03-11,0,2017-18,28,ATL,NBA,PG,54,1014,.382,16.7,.565,.168,.095,.084,.218,.435,.391,.542,.111,.375,.403,.371,.397,.739,.004,1,.226,.429,1,0
Malcolm Delaney,1989-03-11,1,2016-17,27,ATL,NBA,PG,1,3,1.000,21.9,.667,.000,.000,.000,.667,.333,1.000,,,,1.000,1.000,.000,1.000,.000,0,.000,,0,0
Sam Dekker,1994-05-06,0,2016-17,22,HOU,NBA,PF,77,1419,.473,12.6,.564,.436,.098,.014,.021,.436,.591,.647,.357,.333,.556,.321,.727,.967,.121,44,.353,.394,3,0
Sam Dekker,1994-05-06,0,2017-18,23,LAC,NBA,PF,73,883,.494,8.2,.768,.564,.131,.023,.050,.232,.593,.685,.353,.500,.231,.167,.712,.900,.143,30,.267,.188,1,0
Shaun Livingston,1985-09-11,1,2017-18,32,GSW,NBA,PG,21,362,.536,9.0,.991,.309,.127,.482,.073,.009,.541,.882,.286,.396,.500,.000,.678,,.173,18,.000,,1,0
Shaun Livingston,1985-09-11,1,2018-19,33,GSW,NBA,PG,22,322,.453,10.1,.973,.293,.173,.400,.107,.027,.466,.682,.538,.300,.375,.000,.765,,.133,9,.000,,2,0
DeMar DeRozan,1989-08-07,0,2009-10,20,TOR,NBA,SG,77,1664,.498,9.1,.969,.449,.123,.084,.313,.031,.506,.622,.492,.465,.356,.250,.673,1.000,.107,49,.625,.400,2,0
Dewayne Dedmon,1989-08-12,0,2013-14,24,TOT,NBA,C,31,390,.458,5.6,1.000,.542,.253,.096,.108,.000,.458,.556,.333,.375,.333,,.605,,.181,15,,,0,0
Michael Frazier,1994-03-08,0,2019-20,25,HOU,NBA,SG,13,145,.241,20.3,.207,.172,.034,.000,.000,.793,.500,.600,.000,,,.174,1.000,1.000,.034,1,.304,.429,0,0
Nando De Colo,1987-06-23,0,2013-14,26,TOR,NBA,SF,21,193,.367,15.7,.633,.217,.100,.117,.200,.367,.368,.692,.167,.429,.083,.364,.286,1.000,.000,0,.409,.444,1,0
Nando De Colo,1987-06-23,1,2012-13,25,SAS,NBA,SG,5,14,.250,22.5,.250,.000,.000,.250,.000,.750,1.000,,,1.000,,.000,.000,,.000,0,.333,.000,0,0
Melvin Frazier,1996-08-30,0,2018-19,22,ORL,NBA,SG,10,44,.333,12.0,.714,.333,.143,.143,.095,.286,.467,.714,.333,.000,.500,.000,.714,,.095,2,.500,.000,0,0
Robert Franks,1996-12-18,0,2020-21,24,ORL,NBA,PF,7,101,.464,16.4,.464,.214,.143,.036,.071,.536,.615,1.000,.500,.000,.000,.333,.250,1.000,.000,0,.200,.333,0,0
Jamaal Franklin,1991-07-21,0,2013-14,22,MEM,NBA,SG,21,161,.410,14.3,.718,.308,.051,.077,.282,.282,.393,.583,.000,.000,.364,.455,.636,1.000,.026,1,.182,1.000,0,0
Sam Dekker,1994-05-06,0,2018-19,24,TOT,NBA,PF,47,788,.469,9.6,.758,.516,.129,.047,.066,.242,.521,.674,.121,.250,.294,.306,.723,.947,.137,33,.226,.357,0,0
Sam Dekker,1994-05-06,0,2018-19,24,CLE,NBA,PF,9,169,.458,10.2,.729,.500,.083,.083,.063,.271,.486,.667,.000,.000,.333,.385,.647,1.000,.167,7,.154,.500,0,0
DeMar DeRozan,1989-08-07,0,2010-11,21,TOR,NBA,SG,82,2851,.467,11.2,.955,.297,.170,.176,.312,.045,.485,.606,.474,.453,.392,.096,.594,.600,.059,60,.346,.167,4,0
DeMar DeRozan,1989-08-07,0,2011-12,22,TOR,NBA,SG,63,2206,.422,12.7,.898,.248,.142,.179,.329,.102,.440,.589,.445,.407,.343,.261,.630,.792,.043,35,.272,.400,2,0
De'Aaron Fox,1997-12-20,0,2017-18,20,SAC,NBA,PG,73,2026,.412,12.0,.808,.238,.223,.146,.201,.192,.436,.647,.354,.336,.350,.307,.217,.617,.034,22,.203,.290,2,0
Dewayne Dedmon,1989-08-12,0,2013-14,24,GSW,NBA,C,4,6,.000,8.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,,.000,0,,,0,0
Dewayne Dedmon,1989-08-12,0,2013-14,24,PHI,NBA,C,11,150,.517,6.5,1.000,.448,.276,.172,.103,.000,.517,.692,.375,.400,.333,,.533,,.207,6,,,0,0
Dewayne Dedmon,1989-08-12,0,2013-14,24,ORL,NBA,C,16,234,.434,5.1,1.000,.604,.226,.057,.113,.000,.434,.500,.333,.333,.333,,.652,,.170,9,,,0,0
Michael Frazier,1994-03-08,1,2019-20,25,HOU,NBA,SG,4,12,.250,12.5,.500,.500,.000,.000,.000,.500,.000,.000,,,,.500,,1.000,.000,0,1.000,.500,0,0
Nando De Colo,1987-06-23,1,2013-14,26,TOR,NBA,SF,1,4,,,,,,,,,,,,,,,,,,0,,,0,0
Randy Foye,1983-09-24,0,2009-10,26,WAS,NBA,PG,70,1667,.414,17.2,.706,.107,.118,.092,.389,.294,.442,.636,.260,.439,.444,.346,.166,.587,.002,1,.143,.385,4,0
Melvin Frazier,1996-08-30,0,2019-20,23,ORL,NBA,SG,19,126,.441,15.6,.529,.206,.118,.118,.088,.471,.389,.714,.000,.250,.333,.500,.714,.750,.029,1,.375,.667,0,0
Melvin Frazier,1996-08-30,1,2018-19,22,ORL,NBA,SG,3,15,.400,13.8,1.000,.200,.200,.000,.600,.000,.400,1.000,.000,,.333,,1.000,,.200,1,,,0,0
Jamaal Franklin,1991-07-21,0,2014-15,23,DEN,NBA,SG,3,13,.500,26.0,.000,.000,.000,.000,.000,1.000,,,,,,.500,,1.000,.000,0,.000,,0,0
Jamaal Franklin,1991-07-21,1,2013-14,22,MEM,NBA,SG,2,4,.000,10.9,1.000,.500,.000,.000,.500,.000,.000,.000,,,.000,,,,.000,0,,,0,0
Sam Dekker,1994-05-06,0,2018-19,24,WAS,NBA,PF,38,619,.471,9.5,.764,.519,.139,.038,.067,.236,.528,.676,.138,.375,.286,.286,.738,.929,.130,26,.245,.333,0,0
Sam Dekker,1994-05-06,1,2016-17,22,HOU,NBA,PF,4,31,.250,15.5,.500,.167,.250,.000,.083,.500,.000,.000,.000,,.000,.500,,1.000,.000,0,.333,.500,0,0
DeMar DeRozan,1989-08-07,0,2012-13,23,TOR,NBA,SG,82,3013,.445,13.0,.903,.202,.149,.187,.365,.097,.463,.659,.404,.391,.414,.283,.527,.882,.045,54,.292,.343,0,0
DeMar DeRozan,1989-08-07,0,2013-14,24,TOR,NBA,SG,79,3017,.429,14.2,.851,.153,.154,.182,.362,.149,.451,.712,.392,.395,.395,.305,.465,.844,.028,38,.433,.385,0,0
De'Aaron Fox,1997-12-20,0,2018-19,21,SAC,NBA,PG,81,2546,.458,11.6,.789,.279,.254,.118,.139,.211,.482,.687,.357,.392,.373,.371,.172,.523,.039,41,.129,.300,0,0
De'Aaron Fox,1997-12-20,0,2019-20,22,SAC,NBA,PG,51,1634,.480,10.8,.773,.312,.266,.135,.060,.227,.535,.665,.452,.391,.551,.292,.145,.611,.036,23,.135,.160,2,0
Evan Fournier,1992-10-29,0,2012-13,20,DEN,NBA,SG,38,428,.493,11.8,.645,.408,.151,.033,.053,.355,.541,.710,.217,.600,.125,.407,.547,.818,.013,2,.204,.636,0,0
Dewayne Dedmon,1989-08-12,0,2014-15,25,ORL,NBA,C,59,845,.562,2.8,.994,.679,.272,.019,.025,.006,.565,.673,.341,.333,.250,.000,.538,,.309,40,.000,,0,0
Dewayne Dedmon,1989-08-12,0,2015-16,26,ORL,NBA,C,58,705,.559,4.3,1.000,.599,.232,.090,.079,.000,.559,.651,.415,.500,.357,,.778,,.249,38,,,0,0
Randy Foye,1983-09-24,0,2010-11,27,LAC,NBA,SG,63,1551,.388,18.3,.591,.128,.104,.041,.318,.409,.430,.618,.327,.318,.402,.327,.363,.789,.009,5,.166,.333,4,0
Randy Foye,1983-09-24,0,2011-12,28,LAC,NBA,SG,65,1682,.398,18.2,.489,.138,.107,.048,.196,.511,.410,.596,.319,.387,.333,.386,.543,.874,.011,7,.240,.342,0,0
DeMar DeRozan,1989-08-07,0,2014-15,25,TOR,NBA,SG,60,2100,.413,12.3,.911,.193,.153,.228,.337,.089,.426,.644,.391,.372,.353,.284,.417,.960,.033,29,.659,.379,1,0
DeMar DeRozan,1989-08-07,0,2015-16,26,TOR,NBA,SG,78,2804,.446,11.2,.899,.226,.213,.214,.247,.101,.458,.630,.433,.415,.359,.338,.252,.830,.029,36,.424,.441,3,0
De'Aaron Fox,1997-12-20,0,2020-21,23,SAC,NBA,PG,58,2036,.477,12.9,.712,.233,.232,.151,.095,.288,.539,.761,.426,.482,.362,.322,.160,.524,.015,17,.094,.367,1,0
Evan Fournier,1992-10-29,0,2013-14,21,DEN,NBA,SG,76,1503,.419,14.8,.564,.254,.165,.055,.090,.436,.453,.601,.333,.300,.347,.376,.482,.899,.022,12,.278,.455,1,0
Evan Fournier,1992-10-29,0,2014-15,22,ORL,NBA,SG,58,1661,.440,13.4,.609,.339,.125,.040,.104,.391,.480,.636,.250,.217,.350,.378,.446,.776,.037,19,.196,.341,3,0
Dewayne Dedmon,1989-08-12,0,2016-17,27,SAS,NBA,C,76,1330,.622,3.2,1.000,.722,.178,.058,.042,.000,.622,.706,.391,.400,.455,,.702,,.297,65,,,0,0
Dewayne Dedmon,1989-08-12,0,2017-18,28,ATL,NBA,C,62,1542,.524,12.5,.704,.281,.138,.147,.138,.296,.595,.776,.485,.471,.470,.355,.800,1.000,.115,50,.461,.400,0,0
Randy Foye,1983-09-24,0,2012-13,29,UTA,NBA,SG,82,2249,.397,19.7,.412,.103,.073,.047,.188,.588,.378,.539,.241,.229,.381,.410,.591,.916,.007,4,.189,.427,2,0
Randy Foye,1983-09-24,0,2013-14,30,DEN,NBA,SG,81,2485,.413,18.8,.431,.145,.094,.040,.152,.569,.456,.606,.341,.286,.429,.380,.267,.757,.005,4,.171,.447,4,0
DeMar DeRozan,1989-08-07,0,2016-17,27,TOR,NBA,SG,74,2620,.467,12.6,.920,.158,.216,.236,.310,.080,.484,.668,.482,.493,.384,.266,.188,.848,.020,28,.395,.408,3,0
DeMar DeRozan,1989-08-07,0,2017-18,28,TOR,NBA,SG,80,2711,.456,12.9,.797,.199,.168,.243,.186,.203,.494,.676,.456,.442,.403,.310,.263,.674,.021,28,.289,.301,4,0
Evan Fournier,1992-10-29,0,2015-16,23,ORL,NBA,SF,79,2566,.462,14.1,.580,.300,.125,.053,.103,.420,.506,.634,.405,.388,.313,.400,.473,.865,.011,9,.200,.397,4,0
Evan Fournier,1992-10-29,0,2016-17,24,ORL,NBA,SG,68,2234,.439,14.2,.613,.276,.166,.065,.105,.387,.491,.591,.416,.450,.378,.356,.457,.875,.011,10,.172,.387,2,0
Dewayne Dedmon,1989-08-12,0,2018-19,29,ATL,NBA,C,64,1609,.492,13.3,.587,.350,.133,.061,.044,.413,.570,.701,.386,.375,.348,.382,.801,.976,.127,62,.300,.446,0,0
Dewayne Dedmon,1989-08-12,0,2019-20,30,TOT,NBA,C,44,774,.400,13.5,.580,.325,.153,.047,.055,.420,.541,.675,.333,.417,.429,.206,.738,.955,.110,24,.187,.150,0,0
Randy Foye,1983-09-24,0,2014-15,31,DEN,NBA,SG,50,1087,.368,20.0,.346,.100,.087,.020,.139,.654,.388,.625,.286,.375,.286,.357,.259,.819,.002,1,.198,.404,3,0
Randy Foye,1983-09-24,0,2015-16,32,TOT,NBA,SG,81,1642,.351,17.3,.481,.195,.079,.029,.178,.519,.405,.553,.289,.286,.314,.300,.255,.693,.002,1,.264,.303,2,0
DeMar DeRozan,1989-08-07,0,2018-19,29,SAS,NBA,SG,77,2688,.481,10.8,.966,.216,.236,.272,.241,.034,.492,.715,.474,.412,.401,.156,.276,1.000,.015,20,.489,.273,1,0
DeMar DeRozan,1989-08-07,0,2019-20,30,SAS,NBA,SF,68,2316,.531,9.9,.967,.266,.248,.263,.190,.033,.540,.731,.488,.475,.432,.257,.270,.889,.030,30,.286,.400,2,0
DeMar DeRozan,1989-08-07,0,2020-21,31,SAS,NBA,PF,61,2056,.495,11.0,.920,.191,.268,.282,.178,.080,.515,.636,.510,.459,.482,.257,.248,.947,.021,17,.324,.292,0,0
Evan Fournier,1992-10-29,0,2017-18,25,ORL,NBA,SF,57,1837,.459,15.0,.582,.209,.165,.094,.115,.418,.516,.667,.439,.320,.511,.379,.573,.843,.010,8,.170,.509,1,0
