Name,Born,Season,Team,Lg,Salary
Jonas Valančiūnas,1992-05-06,2014-15,Toronto Raptors,NBA,3678360
Jonas Valančiūnas,1992-05-06,2015-16,Toronto Raptors,NBA,4660482
Jonas Valančiūnas,1992-05-06,2016-17,Toronto Raptors,NBA,14382022
Beno Udrih,1982-07-05,2010-11,Sacramento Kings,NBA,6478600
Beno Udrih,1982-07-05,2011-12,Milwaukee Bucks,NBA,6925400
Beno Udrih,1982-07-05,2012-13,Orlando Magic,NBA,7372000
Beno Udrih,1982-07-05,2013-14,New York Knicks,NBA,1272279
Beno Udrih,1982-07-05,2014-15,Memphis Grizzlies,NBA,2077000
Beno Udrih,1982-07-05,2015-16,Miami Heat,NBA,2170465
Beno Udrih,1982-07-05,2016-17,Detroit Pistons,NBA,1551659
Beno Udrih,1982-07-05,2017-18,Detroit Pistons,NBA,25000
Ime Udoka,1977-08-09,2010-11,San Antonio Spurs,NBA,264232
Jonas Valančiūnas,1992-05-06,2017-18,Toronto Raptors,NBA,15460675
Jonas Valančiūnas,1992-05-06,2018-19,Memphis Grizzlies,NBA,16539326
Jonas Valančiūnas,1992-05-06,2019-20,Memphis Grizzlies,NBA,16000000
Jonas Valančiūnas,1992-05-06,2020-21,Memphis Grizzlies,NBA,15000000
Jahlil Okafor,1995-12-15,2015-16,Philadelphia 76ers,NBA,4582680
Onyeka Okongwu,2000-12-11,2020-21,Atlanta Hawks,NBA,5813640
Chuma Okeke,1998-08-18,2020-21,Orlando Magic,NBA,3121080
Emeka Okafor,1982-09-28,2009-10,New Orleans Hornets,NBA,10538937
Jahlil Okafor,1995-12-15,2016-17,Philadelphia 76ers,NBA,4788840
Jahlil Okafor,1995-12-15,2017-18,Brooklyn Nets,NBA,4995120
Jahlil Okafor,1995-12-15,2018-19,New Orleans Pelicans,NBA,1567007
Jahlil Okafor,1995-12-15,2019-20,New Orleans Pelicans,NBA,1702486
Jahlil Okafor,1995-12-15,2020-21,Detroit Pistons,NBA,1882867
Josh Okogie,1998-09-01,2018-19,Minnesota Timberwolves,NBA,2160720
Elie Okobo,1997-10-23,2018-19,Phoenix Suns,NBA,1238464
Ekpe Udoh,1987-05-20,2010-11,Golden State Warriors,NBA,3065040
Semi Ojeleye,1994-12-05,2017-18,Boston Celtics,NBA,1291892
Emeka Okafor,1982-09-28,2010-11,New Orleans Hornets,NBA,11495000
Emeka Okafor,1982-09-28,2011-12,New Orleans Hornets,NBA,12541812
Emeka Okafor,1982-09-28,2012-13,Washington Wizards,NBA,13490000
Emeka Okafor,1982-09-28,2013-14,Phoenix Suns,NBA,14487500
Emeka Okafor,1982-09-28,2017-18,New Orleans Pelicans,NBA,774914
Tim Ohlbrecht,1988-08-30,2012-13,Houston Rockets,NBA,144867
Lamar Odom,1979-11-06,2009-10,Los Angeles Lakers,NBA,7500000
Greg Oden,1988-01-22,2009-10,Portland Trail Blazers,NBA,5361240
Daniel Ochefu,1993-12-15,2016-17,Washington Wizards,NBA,543471
Royce O'Neale,1993-06-05,2017-18,Utah Jazz,NBA,815615
Fabricio Oberto,1975-03-21,2009-10,Washington Wizards,NBA,2100000
Kyle O'Quinn,1990-03-26,2012-13,Orlando Magic,NBA,788872
Patrick O'Bryant,1986-06-20,2009-10,Toronto Raptors,NBA,1620000
Josh Okogie,1998-09-01,2019-20,Minnesota Timberwolves,NBA,2530680
Josh Okogie,1998-09-01,2020-21,Minnesota Timberwolves,NBA,2651040
Elie Okobo,1997-10-23,2019-20,Phoenix Suns,NBA,1416852
Ekpe Udoh,1987-05-20,2011-12,Golden State Warriors,NBA,3294960
Ekpe Udoh,1987-05-20,2012-13,Milwaukee Bucks,NBA,3524880
Ekpe Udoh,1987-05-20,2013-14,Milwaukee Bucks,NBA,4469548
Ekpe Udoh,1987-05-20,2014-15,Los Angeles Clippers,NBA,981084
Ekpe Udoh,1987-05-20,2017-18,Utah Jazz,NBA,3200000
Ekpe Udoh,1987-05-20,2018-19,Utah Jazz,NBA,3360000
Jermaine O'Neal,1978-10-13,2009-10,Miami Heat,NBA,23016000
Semi Ojeleye,1994-12-05,2018-19,Boston Celtics,NBA,1378242
Semi Ojeleye,1994-12-05,2019-20,Boston Celtics,NBA,1618520
Semi Ojeleye,1994-12-05,2020-21,Boston Celtics,NBA,1752950
Eric Dawson,1984-07-07,2011-12,San Antonio Spurs,NBA,38172
Andre Dawkins,1991-09-19,2014-15,Boston Celtics,NBA,59686
Branden Dawson,1993-02-01,2015-16,Los Angeles Clippers,NBA,525093
Tim Ohlbrecht,1988-08-30,2013-14,Philadelphia 76ers,NBA,788872
Lamar Odom,1979-11-06,2010-11,Los Angeles Lakers,NBA,8200000
Lamar Odom,1979-11-06,2011-12,Dallas Mavericks,NBA,8900000
Lamar Odom,1979-11-06,2012-13,Los Angeles Clippers,NBA,8200000
Greg Oden,1988-01-22,2010-11,Portland Trail Blazers,NBA,6760524
Greg Oden,1988-01-22,2011-12,Portland Trail Blazers,NBA,1500000
Greg Oden,1988-01-22,2013-14,Miami Heat,NBA,1027424
Daniel Ochefu,1993-12-15,2017-18,Washington Wizards,NBA,50000
Royce O'Neale,1993-06-05,2018-19,Utah Jazz,NBA,1378242
Royce O'Neale,1993-06-05,2019-20,Utah Jazz,NBA,1618520
Royce O'Neale,1993-06-05,2020-21,Utah Jazz,NBA,8500000
Fabricio Oberto,1975-03-21,2009-10,Detroit Pistons,NBA,1800000
Fabricio Oberto,1975-03-21,2010-11,Portland Trail Blazers,NBA,992680
Kyle O'Quinn,1990-03-26,2013-14,Orlando Magic,NBA,788872
Kyle O'Quinn,1990-03-26,2014-15,Orlando Magic,NBA,915243
Kyle O'Quinn,1990-03-26,2015-16,New York Knicks,NBA,3750000
Kyle O'Quinn,1990-03-26,2016-17,New York Knicks,NBA,3900000
Kyle O'Quinn,1990-03-26,2017-18,New York Knicks,NBA,4087500
Kyle O'Quinn,1990-03-26,2018-19,Indiana Pacers,NBA,4449000
Kyle O'Quinn,1990-03-26,2019-20,Philadelphia 76ers,NBA,2028594
Shaquille O'Neal,1972-03-06,2009-10,Cleveland Cavaliers,NBA,20000000
Austin Daye,1988-06-05,2009-10,Detroit Pistons,NBA,1677840
Terence Davis,1997-05-16,2019-20,Toronto Raptors,NBA,898310
Jermaine O'Neal,1978-10-13,2010-11,Boston Celtics,NBA,5765000
Jermaine O'Neal,1978-10-13,2011-12,Boston Celtics,NBA,6226200
Jermaine O'Neal,1978-10-13,2012-13,Phoenix Suns,NBA,1352181
Jermaine O'Neal,1978-10-13,2013-14,Golden State Warriors,NBA,2000000
Paul Davis,1984-07-21,2009-10,Washington Wizards,NBA,80488
Shaquille O'Neal,1972-03-06,2010-11,Boston Celtics,NBA,1352181
Austin Daye,1988-06-05,2010-11,Detroit Pistons,NBA,1803720
Austin Daye,1988-06-05,2011-12,Detroit Pistons,NBA,1929600
Austin Daye,1988-06-05,2012-13,Memphis Grizzlies,NBA,2958077
Austin Daye,1988-06-05,2013-14,Toronto Raptors,NBA,947907
Austin Daye,1988-06-05,2014-15,San Antonio Spurs,NBA,1063384
Austin Daye,1988-06-05,2014-15,Atlanta Hawks,NBA,125104
Terence Davis,1997-05-16,2020-21,Sacramento Kings,NBA,1517981
Ricky Davis,1979-09-23,2009-10,Los Angeles Clippers,NBA,2484000
Aaron Nesmith,1999-10-16,2020-21,Boston Celtics,NBA,3458400
Nemanja Nedović,1991-06-16,2013-14,Golden State Warriors,NBA,1056720
Nemanja Nedović,1991-06-16,2014-15,Golden State Warriors,NBA,1104240
Josh Davis,1980-08-10,2011-12,Memphis Grizzlies,NBA,314041
Jameer Nelson,1982-02-09,2009-10,Orlando Magic,NBA,6138888
Glen Davis,1986-01-01,2009-10,Boston Celtics,NBA,3000000
Ed Davis,1989-06-05,2010-11,Toronto Raptors,NBA,1919160
Jameer Nelson,1982-02-09,2010-11,Orlando Magic,NBA,7800000
Jameer Nelson,1982-02-09,2011-12,Orlando Magic,NBA,7800000
Jameer Nelson,1982-02-09,2012-13,Orlando Magic,NBA,8600000
Jameer Nelson,1982-02-09,2013-14,Orlando Magic,NBA,8600000
Jameer Nelson,1982-02-09,2014-15,Denver Nuggets,NBA,2732000
Jameer Nelson,1982-02-09,2015-16,Denver Nuggets,NBA,4500000
Jameer Nelson,1982-02-09,2016-17,Denver Nuggets,NBA,4540525
Jameer Nelson,1982-02-09,2017-18,Denver Nuggets,NBA,4736050
Jameer Nelson,1982-02-09,2017-18,Detroit Pistons,NBA,1429818
Glen Davis,1986-01-01,2010-11,Boston Celtics,NBA,3300000
Glen Davis,1986-01-01,2011-12,Orlando Magic,NBA,6300000
Glen Davis,1986-01-01,2012-13,Orlando Magic,NBA,6400000
Glen Davis,1986-01-01,2013-14,Orlando Magic,NBA,6400000
Glen Davis,1986-01-01,2014-15,Orlando Magic,NBA,6600000
Glen Davis,1986-01-01,2014-15,Los Angeles Clippers,NBA,1227985
Ed Davis,1989-06-05,2011-12,Toronto Raptors,NBA,2063040
Ed Davis,1989-06-05,2012-13,Memphis Grizzlies,NBA,2207040
Ed Davis,1989-06-05,2013-14,Memphis Grizzlies,NBA,3153860
Ed Davis,1989-06-05,2014-15,Los Angeles Lakers,NBA,981084
Ed Davis,1989-06-05,2015-16,Portland Trail Blazers,NBA,7000000
Ed Davis,1989-06-05,2016-17,Portland Trail Blazers,NBA,6666667
Maurice Ndour,1992-06-18,2015-16,Dallas Mavericks,NBA,525094
Steve Nash,1974-02-07,2009-10,Phoenix Suns,NBA,13125000
Larry Nance Jr.,1993-01-01,2015-16,Los Angeles Lakers,NBA,1155600
Théo Maledon,2001-06-12,2020-21,Oklahoma City Thunder,NBA,2000000
Ed Davis,1989-06-05,2017-18,Portland Trail Blazers,NBA,6352531
Ed Davis,1989-06-05,2018-19,Brooklyn Nets,NBA,4449000
Ed Davis,1989-06-05,2019-20,Utah Jazz,NBA,4767000
Ed Davis,1989-06-05,2020-21,Minnesota Timberwolves,NBA,5005350
Maurice Ndour,1992-06-18,2016-17,New York Knicks,NBA,543471
Maurice Ndour,1992-06-18,2016-17,Dallas Mavericks,NBA,437318
Steve Nash,1974-02-07,2010-11,Phoenix Suns,NBA,10310938
Steve Nash,1974-02-07,2011-12,Phoenix Suns,NBA,11689062
Steve Nash,1974-02-07,2012-13,Los Angeles Lakers,NBA,8900000
Steve Nash,1974-02-07,2013-14,Los Angeles Lakers,NBA,9300500
Steve Nash,1974-02-07,2014-15,Los Angeles Lakers,NBA,9701000
Larry Nance Jr.,1993-01-01,2016-17,Los Angeles Lakers,NBA,1207680
Larry Nance Jr.,1993-01-01,2017-18,Cleveland Cavaliers,NBA,1471382
Larry Nance Jr.,1993-01-01,2018-19,Cleveland Cavaliers,NBA,2272391
Larry Nance Jr.,1993-01-01,2019-20,Cleveland Cavaliers,NBA,12727273
Larry Nance Jr.,1993-01-01,2020-21,Cleveland Cavaliers,NBA,11709091
Gary Neal,1984-10-03,2010-11,San Antonio Spurs,NBA,525000
Shabazz Napier,1991-07-14,2014-15,Miami Heat,NBA,1238640
Eduardo Nájera,1976-07-11,2009-10,Dallas Mavericks,NBA,3100000
Thon Maker,1997-02-25,2016-17,Milwaukee Bucks,NBA,2568600
Will Magnay,1998-06-10,2020-21,New Orleans Pelicans,NBA,< Minimum
Gary Neal,1984-10-03,2011-12,San Antonio Spurs,NBA,762195
Gary Neal,1984-10-03,2012-13,San Antonio Spurs,NBA,854389
Gary Neal,1984-10-03,2013-14,Milwaukee Bucks,NBA,3250000
Gary Neal,1984-10-03,2014-15,Minnesota Timberwolves,NBA,3250000
Gary Neal,1984-10-03,2015-16,Washington Wizards,NBA,2100000
Gary Neal,1984-10-03,2016-17,Atlanta Hawks,NBA,72193
Shabazz Napier,1991-07-14,2015-16,Orlando Magic,NBA,1294440
Shabazz Napier,1991-07-14,2016-17,Portland Trail Blazers,NBA,1350120
Shabazz Napier,1991-07-14,2017-18,Portland Trail Blazers,NBA,2361360
Shabazz Napier,1991-07-14,2018-19,Brooklyn Nets,NBA,1942422
Shabazz Napier,1991-07-14,2019-20,Washington Wizards,NBA,1845301
Eduardo Nájera,1976-07-11,2010-11,Charlotte Bobcats,NBA,3000000
Eduardo Nájera,1976-07-11,2011-12,Charlotte Bobcats,NBA,2750000
Thon Maker,1997-02-25,2017-18,Milwaukee Bucks,NBA,2684160
Thon Maker,1997-02-25,2018-19,Detroit Pistons,NBA,2799720
Thon Maker,1997-02-25,2019-20,Detroit Pistons,NBA,3569643
Thon Maker,1997-02-25,2020-21,Cleveland Cavaliers,NBA,309355
Josh Magette,1989-11-28,2017-18,Atlanta Hawks,NBA,< Minimum
Ian Mahinmi,1986-11-05,2009-10,San Antonio Spurs,NBA,1079640
J.P. Macura,1995-06-05,2018-19,Charlotte Hornets,NBA,< Minimum
Jamaal Magloire,1978-05-21,2009-10,Miami Heat,NBA,1229225
Daryl Macon,1995-11-29,2018-19,Dallas Mavericks,NBA,< Minimum
Mark Madsen,1976-01-28,2009-10,Los Angeles Clippers,NBA,2840000
Corey Maggette,1979-11-12,2009-10,Golden State Warriors,NBA,8937931
Josh Magette,1989-11-28,2019-20,Orlando Magic,NBA,81678
Ian Mahinmi,1986-11-05,2010-11,Dallas Mavericks,NBA,762196
Ian Mahinmi,1986-11-05,2012-13,Indiana Pacers,NBA,4000000
Ian Mahinmi,1986-11-05,2013-14,Indiana Pacers,NBA,4000000
Ian Mahinmi,1986-11-05,2014-15,Indiana Pacers,NBA,4000000
Ian Mahinmi,1986-11-05,2015-16,Indiana Pacers,NBA,4000000
Ian Mahinmi,1986-11-05,2016-17,Washington Wizards,NBA,15944154
Ian Mahinmi,1986-11-05,2017-18,Washington Wizards,NBA,16661641
Ian Mahinmi,1986-11-05,2018-19,Washington Wizards,NBA,15944154
J.P. Macura,1995-06-05,2019-20,Cleveland Cavaliers,NBA,106184
Jamaal Magloire,1978-05-21,2010-11,Miami Heat,NBA,1229255
Jamaal Magloire,1978-05-21,2011-12,Toronto Raptors,NBA,1352181
Corey Maggette,1979-11-12,2010-11,Milwaukee Bucks,NBA,9600000
Corey Maggette,1979-11-12,2011-12,Charlotte Bobcats,NBA,10262069
Corey Maggette,1979-11-12,2012-13,Detroit Pistons,NBA,10924138
Ian Mahinmi,1986-11-05,2019-20,Washington Wizards,NBA,15450051
Scott Machado,1990-06-08,2012-13,Houston Rockets,NBA,192228
Vernon Macklin,1986-09-20,2011-12,Detroit Pistons,NBA,473604
Terrance Ferguson,1998-05-17,2017-18,Oklahoma City Thunder,NBA,1785000
Scott Machado,1990-06-08,2018-19,Los Angeles Lakers,NBA,76236
Bruno Fernando,1998-08-15,2019-20,Atlanta Hawks,NBA,1400000
Terrance Ferguson,1998-05-17,2018-19,Oklahoma City Thunder,NBA,2118840
Terrance Ferguson,1998-05-17,2019-20,Oklahoma City Thunder,NBA,2475840
Terrance Ferguson,1998-05-17,2020-21,New York Knicks,NBA,3944013
Rudy Fernández,1985-04-04,2009-10,Portland Trail Blazers,NBA,1165320
Shelvin Mack,1990-04-22,2011-12,Washington Wizards,NBA,473604
Yogi Ferrell,1993-05-09,2016-17,Dallas Mavericks,NBA,239767
Raymond Felton,1984-06-26,2009-10,Charlotte Bobcats,NBA,5501196
Carrick Felix,1990-08-17,2014-15,Utah Jazz,NBA,816482
Cristiano Felício,1992-07-07,2015-16,Chicago Bulls,NBA,525090
Kay Felder,1995-03-29,2016-17,Cleveland Cavaliers,NBA,543471
Vítor Luiz Faverani,1988-05-05,2014-15,Boston Celtics,NBA,2090000
Derrick Favors,1991-07-15,2010-11,Utah Jazz,NBA,4133280
Bruno Fernando,1998-08-15,2020-21,Atlanta Hawks,NBA,1517981
Kenneth Faried,1989-11-19,2011-12,Denver Nuggets,NBA,1254720
Rudy Fernández,1985-04-04,2010-11,Portland Trail Blazers,NBA,1246680
Rudy Fernández,1985-04-04,2011-12,Denver Nuggets,NBA,2180443
Joffrey Lauvergne,1991-09-30,2014-15,Denver Nuggets,NBA,1790280
Jordan Farmar,1986-11-30,2009-10,Los Angeles Lakers,NBA,1947240
Shelvin Mack,1990-04-22,2012-13,Philadelphia 76ers,NBA,89670
Shelvin Mack,1990-04-22,2012-13,Washington Wizards,NBA,67253
Shelvin Mack,1990-04-22,2013-14,Atlanta Hawks,NBA,884293
Shelvin Mack,1990-04-22,2014-15,Atlanta Hawks,NBA,2433333
Shelvin Mack,1990-04-22,2015-16,Utah Jazz,NBA,2433333
Shelvin Mack,1990-04-22,2016-17,Utah Jazz,NBA,2433334
Shelvin Mack,1990-04-22,2017-18,Orlando Magic,NBA,6000000
Shelvin Mack,1990-04-22,2018-19,Charlotte Hornets,NBA,2029463
Shelvin Mack,1990-04-22,2018-19,Orlando Magic,NBA,1000000
Yogi Ferrell,1993-05-09,2016-17,Brooklyn Nets,NBA,202300
Yogi Ferrell,1993-05-09,2017-18,Dallas Mavericks,NBA,1312611
Yogi Ferrell,1993-05-09,2018-19,Sacramento Kings,NBA,3000000
Yogi Ferrell,1993-05-09,2019-20,Sacramento Kings,NBA,3150000
Yogi Ferrell,1993-05-09,2020-21,Los Angeles Clippers,NBA,333152
Yogi Ferrell,1993-05-09,2020-21,Cleveland Cavaliers,NBA,118983
Raymond Felton,1984-06-26,2010-11,Denver Nuggets,NBA,7500000
Raymond Felton,1984-06-26,2011-12,Portland Trail Blazers,NBA,7560000
Raymond Felton,1984-06-26,2012-13,New York Knicks,NBA,3480453
Raymond Felton,1984-06-26,2013-14,New York Knicks,NBA,3637073
Raymond Felton,1984-06-26,2014-15,Dallas Mavericks,NBA,3793693
Raymond Felton,1984-06-26,2015-16,Dallas Mavericks,NBA,3950313
Raymond Felton,1984-06-26,2016-17,Los Angeles Clippers,NBA,1551659
Raymond Felton,1984-06-26,2017-18,Oklahoma City Thunder,NBA,1471382
Raymond Felton,1984-06-26,2018-19,Oklahoma City Thunder,NBA,2393887
Carrick Felix,1990-08-17,2017-18,Washington Wizards,NBA,140902
Cristiano Felício,1992-07-07,2016-17,Chicago Bulls,NBA,874636
Cristiano Felício,1992-07-07,2017-18,Chicago Bulls,NBA,7843500
Cristiano Felício,1992-07-07,2018-19,Chicago Bulls,NBA,8470980
Cristiano Felício,1992-07-07,2019-20,Chicago Bulls,NBA,8156500
Cristiano Felício,1992-07-07,2020-21,Chicago Bulls,NBA,7529020
Kay Felder,1995-03-29,2017-18,Chicago Bulls,NBA,489448
Kay Felder,1995-03-29,2017-18,Detroit Pistons,NBA,< Minimum
Derrick Favors,1991-07-15,2011-12,Utah Jazz,NBA,4443360
Derrick Favors,1991-07-15,2012-13,Utah Jazz,NBA,4753320
Derrick Favors,1991-07-15,2013-14,Utah Jazz,NBA,6008196
Derrick Favors,1991-07-15,2014-15,Utah Jazz,NBA,12833333
Derrick Favors,1991-07-15,2015-16,Utah Jazz,NBA,11933333
Derrick Favors,1991-07-15,2016-17,Utah Jazz,NBA,11050000
Derrick Favors,1991-07-15,2017-18,Utah Jazz,NBA,12000000
Derrick Favors,1991-07-15,2018-19,Utah Jazz,NBA,16000000
Derrick Favors,1991-07-15,2019-20,New Orleans Pelicans,NBA,16000000
Derrick Favors,1991-07-15,2020-21,Utah Jazz,NBA,9258000
Shane Larkin,1992-10-02,2013-14,Dallas Mavericks,NBA,1536960
Nicolás Laprovíttola,1990-01-31,2016-17,San Antonio Spurs,NBA,210995
Romeo Langford,1999-10-25,2019-20,Boston Celtics,NBA,3458400
Kenneth Faried,1989-11-19,2012-13,Denver Nuggets,NBA,1348800
Kenneth Faried,1989-11-19,2013-14,Denver Nuggets,NBA,1367640
Kenneth Faried,1989-11-19,2014-15,Denver Nuggets,NBA,2249768
Kenneth Faried,1989-11-19,2015-16,Denver Nuggets,NBA,11235955
Kenneth Faried,1989-11-19,2016-17,Denver Nuggets,NBA,12078652
Kenneth Faried,1989-11-19,2017-18,Denver Nuggets,NBA,12921348
Kenneth Faried,1989-11-19,2018-19,Brooklyn Nets,NBA,13764045
Kenneth Faried,1989-11-19,2018-19,Houston Rockets,NBA,917272
Joffrey Lauvergne,1991-09-30,2015-16,Denver Nuggets,NBA,1709720
Joffrey Lauvergne,1991-09-30,2016-17,Chicago Bulls,NBA,1709720
Joffrey Lauvergne,1991-09-30,2017-18,San Antonio Spurs,NBA,1524305
Marcus Landry,1985-11-01,2009-10,Boston Celtics,NBA,457588
Jordan Farmar,1986-11-30,2010-11,New Jersey Nets,NBA,3750000
Jordan Farmar,1986-11-30,2011-12,New Jersey Nets,NBA,4000000
Jordan Farmar,1986-11-30,2012-13,Atlanta Hawks,NBA,1500000
Jordan Farmar,1986-11-30,2013-14,Los Angeles Lakers,NBA,1106941
Jordan Farmar,1986-11-30,2014-15,Los Angeles Clippers,NBA,2077000
Jordan Farmar,1986-11-30,2015-16,Memphis Grizzlies,NBA,191456
Jordan Farmar,1986-11-30,2016-17,Los Angeles Clippers,NBA,510921
Jordan Farmar,1986-11-30,2016-17,Sacramento Kings,NBA,82979
Jordan Farmar,1986-11-30,2017-18,Los Angeles Clippers,NBA,510921
Doron Lamb,1991-11-06,2012-13,Orlando Magic,NBA,650000
Carl Landry,1983-09-19,2009-10,Sacramento Kings,NBA,3000000
Shane Larkin,1992-10-02,2014-15,New York Knicks,NBA,1606080
Shane Larkin,1992-10-02,2015-16,Brooklyn Nets,NBA,1500000
Shane Larkin,1992-10-02,2017-18,Boston Celtics,NBA,1471382
Romeo Langford,1999-10-25,2020-21,Boston Celtics,NBA,3631200
Doron Lamb,1991-11-06,2013-14,Orlando Magic,NBA,788872
Carl Landry,1983-09-19,2010-11,New Orleans Hornets,NBA,3000000
Carl Landry,1983-09-19,2011-12,New Orleans Hornets,NBA,8500000
Carl Landry,1983-09-19,2012-13,Golden State Warriors,NBA,4000000
Carl Landry,1983-09-19,2013-14,Sacramento Kings,NBA,6500000
Carl Landry,1983-09-19,2014-15,Sacramento Kings,NBA,6500000
Carl Landry,1983-09-19,2015-16,Philadelphia 76ers,NBA,6500000
Carl Landry,1983-09-19,2016-17,Philadelphia 76ers,NBA,6500000
Jeremy Lamb,1992-05-30,2012-13,Oklahoma City Thunder,NBA,2020200
Jeremy Lamb,1992-05-30,2013-14,Oklahoma City Thunder,NBA,2111160
Jeremy Lamb,1992-05-30,2014-15,Oklahoma City Thunder,NBA,2202000
Jeremy Lamb,1992-05-30,2015-16,Charlotte Hornets,NBA,3034356
Jeremy Lamb,1992-05-30,2016-17,Charlotte Hornets,NBA,6511628
Jeremy Lamb,1992-05-30,2017-18,Charlotte Hornets,NBA,7000000
Jeremy Lamb,1992-05-30,2018-19,Charlotte Hornets,NBA,7488372
Jeremy Lamb,1992-05-30,2019-20,Indiana Pacers,NBA,10500000
Jeremy Lamb,1992-05-30,2020-21,Indiana Pacers,NBA,10500000
Anthony Lamb,1998-01-20,2020-21,Houston Rockets,NBA,< Minimum
Skal Labissière,1996-03-18,2016-17,Sacramento Kings,NBA,1188840
Andre Emmett,1982-08-27,2011-12,New Jersey Nets,NBA,61433
Skal Labissière,1996-03-18,2017-18,Sacramento Kings,NBA,1312611
Skal Labissière,1996-03-18,2018-19,Portland Trail Blazers,NBA,1544951
Skal Labissière,1996-03-18,2019-20,Atlanta Hawks,NBA,2338847
Monta Ellis,1985-10-26,2009-10,Golden State Warriors,NBA,11000000
Melvin Ely,1978-05-02,2010-11,Denver Nuggets,NBA,1223166
Francisco Elson,1976-02-28,2009-10,Philadelphia 76ers,NBA,1700000
Joel Embiid,1994-03-16,2014-15,Philadelphia 76ers,NBA,4427640
Henry Ellenson,1997-01-13,2016-17,Detroit Pistons,NBA,1704120
CJ Elleby,2000-06-16,2020-21,Portland Trail Blazers,NBA,898310
Monta Ellis,1985-10-26,2010-11,Golden State Warriors,NBA,11000000
Monta Ellis,1985-10-26,2011-12,Golden State Warriors,NBA,11000000
Monta Ellis,1985-10-26,2012-13,Milwaukee Bucks,NBA,11000000
Monta Ellis,1985-10-26,2013-14,Dallas Mavericks,NBA,8000000
Monta Ellis,1985-10-26,2014-15,Dallas Mavericks,NBA,8360000
Monta Ellis,1985-10-26,2015-16,Indiana Pacers,NBA,10300000
Monta Ellis,1985-10-26,2016-17,Indiana Pacers,NBA,10770000
Monta Ellis,1985-10-26,2017-18,Indiana Pacers,NBA,2245400
Monta Ellis,1985-10-26,2018-19,Indiana Pacers,NBA,2245400
Monta Ellis,1985-10-26,2019-20,Indiana Pacers,NBA,2245400
Monta Ellis,1985-10-26,2020-21,Indiana Pacers,NBA,2245400
Francisco Elson,1976-02-28,2010-11,Utah Jazz,NBA,1146337
Francisco Elson,1976-02-28,2011-12,Philadelphia 76ers,NBA,305792
Joel Embiid,1994-03-16,2015-16,Philadelphia 76ers,NBA,4626960
Joel Embiid,1994-03-16,2016-17,Philadelphia 76ers,NBA,4826160
Joel Embiid,1994-03-16,2017-18,Philadelphia 76ers,NBA,6100266
Joel Embiid,1994-03-16,2018-19,Philadelphia 76ers,NBA,25467250
Joel Embiid,1994-03-16,2019-20,Philadelphia 76ers,NBA,27504630
Joel Embiid,1994-03-16,2020-21,Philadelphia 76ers,NBA,29542010
Henry Ellenson,1997-01-13,2017-18,Detroit Pistons,NBA,1780800
Henry Ellenson,1997-01-13,2018-19,Detroit Pistons,NBA,1857480
Henry Ellenson,1997-01-13,2018-19,New York Knicks,NBA,427289
Henry Ellenson,1997-01-13,2020-21,Toronto Raptors,NBA,168983
Wayne Ellington,1987-11-29,2009-10,Minnesota Timberwolves,NBA,1003560
Justin Hamilton,1990-04-01,2014-15,Minnesota Timberwolves,NBA,816482
Jordan Hamilton,1990-10-06,2011-12,Denver Nuggets,NBA,1073286
Daniel Hamilton,1995-08-08,2017-18,Oklahoma City Thunder,NBA,< Minimum
Richard Hamilton,1978-02-14,2009-10,Detroit Pistons,NBA,11625000
Tyler Hall,1997-03-25,2020-21,New York Knicks,NBA,25000
Josh Hall,2000-10-08,2020-21,Oklahoma City Thunder,NBA,< Minimum
Donta Hall,1997-08-07,2019-20,Brooklyn Nets,NBA,101504
Wayne Ellington,1987-11-29,2010-11,Minnesota Timberwolves,NBA,1078800
Wayne Ellington,1987-11-29,2011-12,Minnesota Timberwolves,NBA,1154040
Wayne Ellington,1987-11-29,2012-13,Cleveland Cavaliers,NBA,2083042
Wayne Ellington,1987-11-29,2013-14,Dallas Mavericks,NBA,2652000
Wayne Ellington,1987-11-29,2014-15,Los Angeles Lakers,NBA,1063384
Wayne Ellington,1987-11-29,2014-15,Sacramento Kings,NBA,923780
Wayne Ellington,1987-11-29,2015-16,Brooklyn Nets,NBA,1500000
Wayne Ellington,1987-11-29,2015-16,Sacramento Kings,NBA,923670
Wayne Ellington,1987-11-29,2016-17,Miami Heat,NBA,6000000
Wayne Ellington,1987-11-29,2016-17,Sacramento Kings,NBA,923670
Wayne Ellington,1987-11-29,2017-18,Miami Heat,NBA,6270000
Wayne Ellington,1987-11-29,2018-19,Phoenix Suns,NBA,6270000
Wayne Ellington,1987-11-29,2018-19,Detroit Pistons,NBA,2383076
Justin Hamilton,1990-04-01,2016-17,Brooklyn Nets,NBA,3000000
Justin Hamilton,1990-04-01,2017-18,Toronto Raptors,NBA,1000000
Justin Hamilton,1990-04-01,2018-19,Toronto Raptors,NBA,1000000
Justin Hamilton,1990-04-01,2019-20,Toronto Raptors,NBA,1000000
